Africa	Democratic Republic of the Congo	Sud Kivu	
Africa	Senegal	Dakar	Mbao
Asia	Bahrein	Bahrein	
Asia	Bangladesh	Rajshahi	Pabna
Europe	Spain	Basque Country	Bizkaia
Europe	Switzerland	Basel-Landschaft	
Europe	Switzerland	St Gallen	
Europe	Switzerland	Zurich	
Israel	Kfar Saba	Kfar Saba	
